109.50353	18.238060
109.50317	18.239630
109.50258	18.242670
109.50196	18.245350
109.50130	18.248540
109.50069	18.251590
109.50043	18.252750
109.49975	18.255930
109.49857	18.261670
109.50202	18.236290
109.50066	18.234210
109.49772	18.235820
109.49946	18.238920
109.50113	18.239310
109.50043	18.242200
109.49907	18.241850
109.49926	18.239600
109.49808	18.241650
109.49972	18.244830
109.49848	18.244530
109.49906	18.248110
109.49742	18.247780
109.49777	18.252240
109.49628	18.251890
109.49669	18.255220
109.49490	18.254850
109.49556	18.259850
109.49274	18.258110
109.50557	18.237310
109.50560	18.239990
109.50434	18.239820
109.50520	18.243150
109.50366	18.242860
109.50505	18.245810
109.50392	18.245660
109.50305	18.245510
109.50492	18.247470
109.50359	18.247250
109.50457	18.249280
109.50326	18.248930
109.50441	18.250600
109.50232	18.249190
109.50318	18.250520
109.50420	18.253450
109.50294	18.253220
109.50161	18.252940
109.50235	18.256570
109.49946	18.262130
