100100000023	1
100100000025	1
100100000037	1
100100053402	2
100100053410	1
100100053420	1
100100053699	1
100100054632	1
100100054697	1
100100054717	1
100100054830	1
100100054969	1
100100055088	1
100100055176	1
100100055220	1
100100055357	1
100100055360	1
100100055512	1
100100055668	1
100100055723	1
100100055728	1
100100055830	1
100100055849	1
100100267279	1
100100540300	1
100100649556	1
100100649613	1
100100709188	2
100100739428	1
100100739508	1
100100739690	1
100100761005	2
100100766763	1
100100772521	1
100100778279	1
100100784037	1
100100789795	1
100100795553	1
100100801311	1
100100807069	1
100100812827	1
100100818585	1
100100824343	1
100100830101	1
100100835859	1
100100841617	1
100100847375	1
100100853133	1
100100858891	1
100100864649	1
100100870407	1
100100876165	1
100100881923	1
100100887681	1
100100893439	1
100100899197	1
100100904955	1
100100910713	1
100100916471	1
100100922229	1
100100927987	1
100100933745	1
100100939503	1
100100945261	1
100100951019	1
100100956777	1
100100962535	1
100100968293	1
100100974051	1
100100979809	1
100100985567	1
100100991325	1
100100997083	1
100101002841	1
100101008599	1
100101014357	1
100101020115	1
100101025873	1
100101031631	1
100101037389	1
100101043147	1
100101048905	1
100101054663	1
100101060421	1
100101066179	1
100101071937	1
100101077695	1
100101083453	1
100101089211	1
100101094969	1
100101100727	1
100101106485	1
100101112243	1
100101118001	1
100101123759	1
100101129517	1
100101135275	1
100101141033	1
100101146791	1
100101152549	1
100101158307	1
100101164065	1
100101169823	1
100101175581	1
100101181339	1
100101187097	1
100101192855	1
100101198613	1
100101204371	1
100101210129	1
100101215887	1
100101221645	1
100101227403	1
100101233161	1
100101238919	1
100101244677	1
100101250435	1
100101256193	1
100101261951	1
100101267709	1
100101273467	1
100101279225	1
100101284983	1
100101290741	1
100101296499	1
100101302257	1
100101308015	1
100101313773	1
100101319531	1
100101325289	1
100101331047	1
100101336805	1
100101342563	1
100101348321	1
100101354079	1
100101359837	1
100101365595	1
100101371353	1
100101377111	1
100101382869	1
100101388627	1
100101394385	1
100101400143	1
100101405901	1
100101411659	1
100101417417	1
100101423175	1
100101428933	1
100101434691	1
100101440449	1
100101446207	1
100101451965	1
100100808985	1
100100843530	1
100100925439	1
100100925467	1
100100942817	1
100100973912	1
100100974782	1
100101198578	1
100101457666	1
100101547868	1
100101866451	1
100101973925	1
100102188872	1
100102467153	1
100102492102	1
100102605333	1
100102701292	1
100102705131	1
100102885533	1
100103000684	1
